gender,ethnicity,urban,unemp,wage,distance,education,income
female,afam,no,3,9.685967381384026,1.5,16,high
male,other,no,16.299999237060547,8.345007859158398,2.5,14,low
female,afam,no,9.199999809265137,7.222526765018171,2.700000047683716,16,low
male,other,no,4.800000190734863,10.557281565429573,3,12,low
male,other,no,5.900000095367432,11.089219741717569,2.5999999046325684,17,high
male,other,yes,11.800000190734863,10.85640079317747,0.10000000149011612,16,low
female,other,no,9.199999809265137,10.154004367305951,0.20000000298023224,16,low
female,other,no,3.4000000953674316,7.577880323110952,7,12,high
female,other,no,14,12.189414126653627,3.5,12,high
male,other,yes,11.800000190734863,10.75119538897878,0.10000000149011612,12,high
male,other,no,13.800000190734863,12.965362108302529,5,17,high
female,other,yes,5.599999904632568,9.59660590967316,0.30000001192092896,12,high
male,other,yes,5.199999809265137,7.245229817242083,1.5,17,low
female,afam,no,5.099999904632568,7.444286298263825,0.800000011920929,17,low
female,other,yes,9.5,9.596314313363267,0.699999988079071,16,low
male,other,yes,8.199999809265137,8.876060453637585,0.800000011920929,12,high
female,other,no,8.199999809265137,9.490950885953962,2,13,low
female,afam,yes,7.699999809265137,10.793724764771811,0.5,12,low
female,hispanic,yes,9.199999809265137,9.691460306313083,0.10000000149011612,16,low
male,other,no,7.699999809265137,8.908710467071714,0.4000000059604645,12,low
male,other,yes,5.900000095367432,8.27539553975326,1.2000000476837158,12,high
female,other,no,6.699999809265137,10.032760351137723,0.5,16,high
male,other,no,5.5,7.357763612815726,0.10000000149011612,18,low
female,other,no,10.300000190734863,11.627110049897581,1,12,high
female,other,no,5.599999904632568,7.628114577743586,0.6000000238418579,12,high
male,other,yes,8,9.643749772823488,0.10000000149011612,13,low
female,other,no,15.699999809265137,10.140850180150744,4,13,low
female,other,no,6,9.95205231654956,2.5,17,low
female,other,no,7.800000190734863,10.05302857077117,0.699999988079071,15,low
male,other,no,7.699999809265137,7.039304771072576,2,12,high
male,other,yes,5.5,11.652781796143746,0.5,14,high
male,other,no,6.599999904632568,8.888327650553139,1,12,low
male,afam,no,6.5,7.488833282121884,0.30000001192092896,13,low
male,afam,no,9.699999809265137,9.876302618765896,3.5999999046325684,15,low
male,other,no,6.699999809265137,10.147806523682023,3,12,high
female,hispanic,no,11.899999618530273,8.4445013147116,16,12,low
male,other,no,7.199999809265137,11.60467011971066,0.30000001192092896,16,high
male,hispanic,yes,6.099999904632568,9.783254863896737,0.5,12,low
female,hispanic,no,8.699999809265137,8.846770947078092,2.0999999046325684,12,low
female,hispanic,no,8.199999809265137,8.7977188279583185,4,14,low
female,other,no,5.5,8.10809755926422,1.5,15,low
male,hispanic,no,6.199999809265137,9.994997183584925,0.5,15,low
female,hispanic,yes,5.900000095367432,9.852126263593105,0.30000001192092896,13,low
female,hispanic,no,6.400000095367432,8.790064812493268,1.5,12,low
female,afam,yes,6.699999809265137,7.3247945981771405,0.5,16,low
male,other,no,6.900000095367432,10.270859405054653,0.5,15,high
female,afam,no,6.400000095367432,9.780275568203903,0,12,low
female,afam,no,9.699999809265137,9.865602749982305,3.5999999046325684,15,low
male,other,no,9.800000190734863,9.677979465441982,4.5,15,low
female,hispanic,yes,8,9.695440653264214,0.5,15,low
male,other,no,11.199999809265137,10.175570714306177,2,14,low
female,other,no,4,10.004732896874899,0.20000000298023224,14,high
male,other,no,8.399999618530273,10.21066991438504,3.5,13,low
male,other,no,8.800000190734863,9.67875454903031,1.5,16,low
female,other,no,7.199999809265137,8.33812086774228,3.5,15,low
female,other,no,5.900000095367432,7.034700654377372,1.2000000476837158,12,high
male,other,yes,4.900000095367432,9.898754124450738,1.5,13,low
male,other,no,9.300000190734863,9.726292154459447,5,12,low
female,other,yes,7.699999809265137,10.051559600390558,0,15,low
male,other,no,9.399999618530273,10.030409344628373,2,13,low
female,other,no,7.599999904632568,12.902295906939072,1.399999976158142,13,low
female,other,no,12.600000381469727,10.104355674911721,6.5,15,low
female,other,no,6.599999904632568,9.980491277675334,0.800000011920929,16,low
female,other,no,7.800000190734863,7.637699382423567,1.7999999523162842,12,low
female,other,no,6.599999904632568,8.950457889628584,0.6000000238418579,16,high
female,other,no,4,9.912329913859251,0.20000000298023224,17,high
male,afam,no,6.599999904632568,9.834096471614238,0.5,13,low
female,hispanic,yes,9.100000381469727,9.980296285273281,3,13,low
female,hispanic,no,11.600000381469727,8.26073216828967,6,16,low
female,afam,no,4.199999809265137,9.616471040135577,1,12,low
male,other,no,6.699999809265137,11.60913716661036,0.5,16,low
female,afam,no,5.099999904632568,7.322868653992604,0.800000011920929,13,low
female,afam,yes,4.300000190734863,8.896125391375506,1,14,low
female,hispanic,yes,5.900000095367432,9.848631404076285,0.30000001192092896,18,low
male,hispanic,yes,10.800000190734863,9.893663925783613,0.10000000149011612,12,low
male,other,yes,8,10.313510250841793,1.7999999523162842,15,low
male,afam,no,5.5,7.380862437086618,2.5,15,low
male,hispanic,no,12.300000190734863,8.316730187816882,6.800000190734863,12,low
female,afam,yes,8,10.315152748347128,0.20000000298023224,14,low
male,other,no,3.299999952316284,11.013482961242552,4.5,12,low
female,other,no,5.5,8.133541034925187,0.699999988079071,12,low
male,other,no,4.300000190734863,8.870414845533386,0.10000000149011612,12,high
male,other,no,13.800000190734863,12.258836031372706,2,13,high
male,other,no,4,7.57428886198205,2,12,low
male,other,yes,7.300000190734863,11.419743515868408,0.10000000149011612,16,low
female,other,no,4.099999904632568,10.443706136932635,0.699999988079071,12,low
female,hispanic,no,7.699999809265137,8.879838547626377,3.5,18,low
male,other,no,5.5,11.526410086848474,3,12,low
male,other,no,4.300000190734863,8.916266416677033,1.2000000476837158,12,low
male,other,no,6.099999904632568,8.14292319555457,0.4000000059604645,12,low
female,other,yes,6.099999904632568,8.079535984183902,0.4000000059604645,14,low
male,other,no,4.699999809265137,10.489781453603436,0,13,high
female,hispanic,no,6.800000190734863,8.843036503725191,0.4000000059604645,12,low
female,other,no,4.400000095367432,8.046793458360092,1.5,12,low
female,afam,no,8.5,6.587902037212261,5.599999904632568,12,high
female,other,no,6.199999809265137,10.451054427254485,5,16,low
male,hispanic,no,11.199999809265137,8.413505334490354,2.5,12,low
female,hispanic,no,8.199999809265137,7.4868877642059974,0.20000000298023224,16,low
female,hispanic,no,6.599999904632568,8.836646087214772,0.4000000059604645,12,low
female,other,no,6.099999904632568,13.005229930992321,4,12,low
male,afam,yes,6.300000190734863,10.231766703216515,0.699999988079071,16,low
female,other,no,3.5,9.928517416930534,0.800000011920929,13,low
female,hispanic,yes,9.100000381469727,10.00170300908527,1,15,low
female,hispanic,no,8.699999809265137,8.82338075263787,2.0999999046325684,12,low
male,other,yes,5.099999904632568,8.86899668144367,0.5,15,low
male,hispanic,no,8,9.648642061115863,6,15,low
female,afam,yes,6.5,8.113096120266494,0.20000000298023224,12,low
female,hispanic,no,6.800000190734863,10.090845324788559,0.30000001192092896,13,high
female,afam,yes,9.199999809265137,9.629788019778907,1,13,low
male,other,no,14.100000381469727,10.251163914321108,1.7000000476837158,16,high
female,other,no,4.5,9.891740042386035,1.7000000476837158,15,high
female,hispanic,no,8.199999809265137,7.529603335251699,0.20000000298023224,16,low
male,hispanic,no,6.300000190734863,8.26946441909504,0.10000000149011612,12,low
male,other,no,5.300000190734863,11.111288134945607,0.10000000149011612,12,high
male,other,no,6.900000095367432,10.32861281246564,0.800000011920929,16,high
male,other,no,4,7.518340585986434,2,15,low
female,hispanic,no,11.600000381469727,11.62718307954435,0.5,13,high
female,afam,no,6.300000190734863,7.3732740563305645,2,13,low
female,other,no,8,10.345043465891365,0.4000000059604645,17,high
male,afam,no,6.400000095367432,9.788502421131113,0.20000000298023224,16,high
male,other,no,12.5,9.032242407054957,9,13,low
male,other,no,3.700000047683716,9.261632272426958,2,16,low
female,other,no,5.800000190734863,7.146091973895711,0.5,13,low
male,hispanic,no,6.599999904632568,8.920249701819523,1.399999976158142,17,high
male,afam,no,13.800000190734863,12.121367169195326,0.10000000149011612,17,low
male,other,no,14.100000381469727,10.40411585888329,1.7000000476837158,16,high
male,afam,no,8.5,9.836414929628884,4,12,low
female,afam,no,5.800000190734863,7.151804124193796,0.5,14,low
female,hispanic,no,6.699999809265137,8.879286401512884,5,14,low
female,other,no,9.100000381469727,9.887103895938292,0.699999988079071,15,high
male,other,no,5.300000190734863,9.708050716680889,0.5,15,high
male,other,no,10.199999809265137,8.259352696459715,4.5,12,low
male,other,no,9.899999618530273,12.116866358780822,0.20000000298023224,17,low
male,hispanic,no,5.900000095367432,9.944814347006545,0.5,15,high
female,other,no,11.300000190734863,10.00568245861622,5,17,low
female,other,no,7.199999809265137,11.63815425577936,1,12,low
male,other,no,8.100000381469727,9.998003563672835,0.10000000149011612,13,high
female,other,yes,9.300000190734863,10.149096952639573,0.10000000149011612,17,low
male,other,no,6.900000095367432,10.442269030737396,4.5,12,low
female,afam,yes,5.599999904632568,7.349889700641089,0.30000001192092896,15,low
female,other,no,9.5,9.608481669605059,2,16,low
female,other,no,7.199999809265137,8.832581622316404,0.5,17,high
male,other,yes,11.800000190734863,10.852562131095517,0.10000000149011612,12,low
male,other,no,5.300000190734863,9.687171212108632,1.2000000476837158,12,low
male,other,yes,6.800000190734863,8.99167752103902,0.800000011920929,13,high
male,other,yes,8,9.768301307799451,0.4000000059604645,12,low
female,afam,no,5.599999904632568,9.640691991863754,0.5,12,low
male,hispanic,no,10.699999809265137,10.166008531374365,1.5,12,low
female,other,no,10.399999618530273,9.910281026877966,16,14,low
female,other,no,6.800000190734863,11.391488770583132,0.20000000298023224,16,high
male,hispanic,yes,7.199999809265137,11.664137481021147,0.4000000059604645,12,low
male,other,no,3.700000047683716,9.902042960523959,0.5,12,high
female,other,no,6.599999904632568,8.936823163347107,1.5,12,low
male,hispanic,no,11.199999809265137,8.371178960059925,0,13,low
male,other,no,7.199999809265137,7.075275450993206,0.10000000149011612,12,low
female,other,yes,5.099999904632568,8.8856844814923015,0.5,16,low
female,hispanic,yes,4.900000095367432,9.954752561529144,0.699999988079071,14,low
female,hispanic,yes,8.199999809265137,7.573483602868975,1,14,low
male,other,no,5,9.405691663868907,4,18,low
male,hispanic,no,10.699999809265137,10.113055707195599,1.5,12,low
female,other,no,5.300000190734863,9.802078762083475,0.20000000298023224,16,low
female,hispanic,yes,4.900000095367432,9.79899925232537,0.20000000298023224,12,low
female,other,no,10.800000190734863,9.689243371818934,1,13,low
male,hispanic,no,11.800000190734863,10.865170752722698,0.20000000298023224,15,low
male,other,no,5.099999904632568,8.807942890130294,1.5,16,high
female,afam,no,5.599999904632568,9.954393712035852,0.4000000059604645,16,low
female,afam,no,5,7.5567518288681885,0.6000000238418579,12,low
male,hispanic,no,22.299999237060547,8.83135818215648,12,15,low
female,other,no,13,12.11467062070319,1,12,low
male,hispanic,no,12.300000190734863,8.360974435517456,6.800000190734863,12,low
female,other,no,6.699999809265137,11.666003823443624,1,12,low
female,hispanic,no,6.599999904632568,8.850859543868824,0.10000000149011612,16,low
female,other,no,3.9000000953674316,9.9183741731418,3.799999952316284,14,low
male,other,yes,4.300000190734863,8.904894232947823,0.6000000238418579,12,high
female,other,yes,6.5,8.18718516761554,0.20000000298023224,14,low
female,afam,no,8.5,9.848387942580276,4,16,low
female,other,no,13.100000381469727,8.894646345338087,1.899999976158142,13,low
male,other,yes,4.300000190734863,10.089055563468417,0.5,13,high
male,other,no,6.099999904632568,8.038920397830973,1.600000023841858,13,low
male,other,yes,9.199999809265137,9.538012159819507,0.20000000298023224,16,low
female,other,no,5.099999904632568,8.85899157595895,1,15,low
male,other,no,4.800000190734863,9.997456327682865,1.5,18,high
female,other,no,8.800000190734863,9.66144812382878,1,12,low
male,other,yes,8.199999809265137,7.536469735922328,1,17,low
male,hispanic,yes,8.199999809265137,7.529335618274767,0.6000000238418579,16,low
female,other,no,6,9.928275027700936,4.5,16,low
female,other,no,6.199999809265137,10.091934748463236,0.5,12,high
male,other,no,8.399999618530273,8.256345754275126,4.5,12,low
female,other,no,8.100000381469727,9.927793395263862,0.699999988079071,15,low
female,other,no,10.300000190734863,7.53852510609319,2.5,13,low
male,other,no,4.800000190734863,10.540320914289149,3,13,high
female,other,no,8.399999618530273,10.1883483440342,3.5,12,low
female,hispanic,no,10.699999809265137,10.134890948247529,1.5,12,low
female,other,no,3.9000000953674316,8.899352282335636,3,17,high
male,other,no,7.199999809265137,7.203099268343366,3.5999999046325684,12,low
female,afam,yes,6.599999904632568,8.910201678959469,0.5,12,low
female,afam,yes,8.600000381469727,9.748547279217934,0.5,12,low
male,hispanic,yes,10.800000190734863,9.9113010629409,0.4000000059604645,12,high
male,afam,no,4.900000095367432,9.991195176199778,2.5,12,low
female,other,no,7.199999809265137,8.829407971104853,0.10000000149011612,17,high
female,afam,no,7.199999809265137,7.118317020611829,3.5999999046325684,14,low
female,other,no,5.300000190734863,8.090558905213289,0.10000000149011612,12,low
female,other,no,16,10.81853249538069,2,12,high
female,hispanic,no,6.199999809265137,10.051304299269498,1.5,15,low
female,afam,yes,6.099999904632568,8.350385952020737,0.6000000238418579,14,low
male,hispanic,yes,5.900000095367432,9.961295609883766,0.5,12,high
female,other,no,6.599999904632568,9.983028742924917,0.4000000059604645,12,low
female,hispanic,no,6.699999809265137,8.83135564741339,5,15,low
male,other,no,6.199999809265137,10.529777983346342,5,14,low
male,other,no,6.599999904632568,9.907850423736145,1.5,12,low
male,other,yes,6,10.050063581283265,0.6000000238418579,16,low
female,other,no,8.899999618530273,7.506008107925616,2.5,16,low
female,other,no,5.300000190734863,10.501473775509545,1.5,16,low
female,other,no,6.800000190734863,8.876665909223902,0.5,16,low
male,other,no,5.900000095367432,8.33101426872315,1,12,high
female,other,no,2.5,7.2022775295207335,2,16,high
male,hispanic,no,4.400000095367432,9.923827832633021,2.0999999046325684,12,low
female,other,yes,7.699999809265137,9.964645294175488,0.5,12,low
male,other,no,8.5,8.333232595410909,2.5999999046325684,12,low
male,afam,yes,9.300000190734863,11.587937418733745,2,14,low
male,hispanic,no,6.800000190734863,10.206381022397343,0.30000001192092896,12,low
female,hispanic,no,6.599999904632568,8.8641556344221,0.5,12,low
female,other,no,8.699999809265137,8.89826482117836,2.0999999046325684,16,high
female,afam,yes,8,9.692229622240097,1,15,low
female,afam,no,13.800000190734863,12.067815424233666,0.20000000298023224,15,low
female,hispanic,no,4,7.482478714279069,2,12,low
male,afam,no,6.400000095367432,7.375115905839234,0.4000000059604645,12,low
female,other,no,10.300000190734863,11.656866638500105,1,16,low
female,other,no,6.800000190734863,9.643829617819001,2.200000047683716,16,low
female,hispanic,no,10.699999809265137,10.082649652443168,0.10000000149011612,17,low
male,other,no,4.400000095367432,9.59166873192355,0.10000000149011612,17,high
female,hispanic,yes,12.800000190734863,9.971065428058424,2.200000047683716,15,low
male,other,no,6.800000190734863,8.977700149570412,1.5,12,low
male,other,no,10,10.830555319904269,2.5,14,high
female,afam,no,4.400000095367432,9.59049797465471,0.30000001192092896,16,high
female,hispanic,no,6.800000190734863,8.883584387058628,1.5,12,low
