gender,ethnicity,urban,unemp,wage,distance,education,income
male,other,no,9.5,9.60344507464564,0.800000011920929,12,high
male,other,no,9.600000381469727,9.089019329096423,5,12,low
male,other,no,4.5,10.063746964319627,2.700000047683716,12,high
male,other,no,5.400000095367432,8.832562519454793,0.10000000149011612,13,low
female,hispanic,no,6.699999809265137,8.845639891874578,5,14,low
female,hispanic,no,4,9.883375958865539,0.4000000059604645,16,high
female,other,no,9.800000190734863,8.915695149345558,4.300000190734863,15,high
female,other,no,3.700000047683716,7.34629486792963,0.5,16,high
female,other,no,8,10.305834155041408,0.10000000149011612,15,low
female,other,no,3.9000000953674316,8.918016092778554,1.2000000476837158,12,low
male,hispanic,no,7.699999809265137,8.936421867759016,0.4000000059604645,15,low
male,afam,no,9.199999809265137,7.203845833370603,2.700000047683716,12,low
female,other,no,5.400000095367432,8.809686174561154,0.10000000149011612,16,low
male,other,yes,8,10.22369324618059,1.7999999523162842,15,low
female,hispanic,no,6.599999904632568,8.927084884970467,0.20000000298023224,14,low
female,hispanic,no,11.199999809265137,8.386241055944973,2.5,12,low
male,other,yes,14,12.141393366538619,0.800000011920929,12,low
male,other,yes,6.300000190734863,8.903758474413209,0.20000000298023224,16,low
female,afam,yes,7.300000190734863,10.262108014282102,3.5,12,low
male,hispanic,no,6.599999904632568,8.92567256764136,0.5,17,low
male,other,yes,9.300000190734863,10.16130814266203,0.10000000149011612,14,high
male,hispanic,no,11.199999809265137,8.267519376483092,0,13,low
female,other,no,10,10.269910035382729,2.5,13,low
male,other,yes,8,9.660440869033708,0.20000000298023224,16,low
female,afam,yes,6.599999904632568,8.925793405860436,0.6000000238418579,13,low
female,afam,no,10.800000190734863,8.225717737084,4,12,low
female,hispanic,no,8.100000381469727,8.343755974068676,3,12,high
male,other,no,6.699999809265137,10.073656031524767,1.2000000476837158,13,high
male,other,no,4.099999904632568,7.318800561083547,0.30000001192092896,12,low
female,afam,no,7.199999809265137,11.573958281800602,0.30000001192092896,12,low
male,other,no,7.199999809265137,11.642403998315382,1,12,low
male,hispanic,no,6.800000190734863,8.955003745317788,1.5,16,low
male,other,no,8.5,8.274959048956191,2.5999999046325684,13,low
female,other,no,11.899999618530273,8.446374226291464,16,12,low
male,other,no,5.599999904632568,7.327003043150665,1.5,12,low
male,hispanic,yes,7.199999809265137,8.897009818925168,1.5,15,low
female,hispanic,no,6.800000190734863,8.936064654924085,1.5,12,low
female,other,no,7.099999904632568,8.939981706171105,2.799999952316284,15,low
male,other,yes,8.199999809265137,8.879555414212364,0.30000001192092896,17,high
female,other,no,5.300000190734863,9.548874717223756,1.2000000476837158,12,high
female,other,no,7.199999809265137,7.315507602990495,5,12,low
female,hispanic,yes,6.099999904632568,8.45084199390334,0.6000000238418579,13,low
male,afam,yes,7.699999809265137,9.978215256563992,0.20000000298023224,13,low
male,other,no,6.900000095367432,10.263024257194616,0.5,16,high
female,other,no,7.699999809265137,11.604697259806736,0.5,16,high
male,hispanic,no,2.5,7.109831286946274,1,17,high
male,afam,no,9.699999809265137,9.858563824194977,3.5999999046325684,12,low
