gender,ethnicity,urban,unemp,wage,distance,education,income
male,other,yes,8.199999809265137,7.672002056962671,3.200000047683716,16,low
female,other,no,6.900000095367432,7.059274067605928,2,14,low
male,other,no,6.699999809265137,10.184379095940045,3,12,low
female,other,no,10.300000190734863,10.86681347480548,3,13,low
male,other,no,4.400000095367432,9.667123558712612,0.30000001192092896,13,high
female,hispanic,no,9.100000381469727,9.873512626091,0.699999988079071,14,high
male,other,no,8.199999809265137,10.022620523110671,1.2000000476837158,15,low
male,hispanic,yes,5.900000095367432,9.88286647631585,0.4000000059604645,16,low
female,other,no,3.5,9.946028449895795,0.800000011920929,12,high
female,hispanic,no,5.900000095367432,9.96797752876802,0.20000000298023224,16,high
female,hispanic,yes,9.100000381469727,9.816511348482049,3,18,high
male,hispanic,no,8.199999809265137,8.946338292907818,3.5,16,high
male,other,no,5.800000190734863,9.564532368791292,0.10000000149011612,15,low
female,other,no,6.300000190734863,9.655838656895066,0.4000000059604645,16,low
female,other,no,9.199999809265137,7.402173191870412,0.800000011920929,16,low
female,other,no,11.600000381469727,11.673568082610453,0.5,12,low
female,other,no,8.899999618530273,10.00248392466377,3.799999952316284,12,low
male,other,no,3.299999952316284,11.040233195602081,4.5,15,low
male,other,no,6.400000095367432,9.781281913143701,0,15,low
male,afam,yes,8,9.75278621325981,0.4000000059604645,15,high
female,other,no,3.5999999046325684,9.363784027268895,5,13,low
female,other,no,5.400000095367432,8.829401322912283,1,13,high
male,other,yes,8.100000381469727,12.922270897892364,0.800000011920929,15,high
male,other,no,10.399999618530273,11.558474879549639,4,16,high
female,afam,yes,5.900000095367432,8.255087904202506,0.4000000059604645,12,low
female,other,no,7.800000190734863,10.076988141572217,1.100000023841858,14,low
male,other,no,7.099999904632568,9.862333811652178,1,12,low
female,other,yes,7,11.533102727272741,0.699999988079071,17,low
female,other,yes,5.599999904632568,10.1201655128114,0.10000000149011612,12,low
female,hispanic,no,10.5,12.917073480211554,9,14,low
female,other,no,9.5,7.394275877375972,3,14,low
male,afam,no,4.199999809265137,9.642465647644611,0.10000000149011612,13,low
male,other,yes,8,9.548819079183815,0.699999988079071,16,high
female,hispanic,no,8.199999809265137,8.880718453493364,5,14,low
male,other,no,11.899999618530273,9.908478729623148,2.5,13,high
male,other,no,12.600000381469727,9.606834251600636,5.199999809265137,16,high
female,hispanic,no,6.599999904632568,8.947192291100713,0.30000001192092896,16,low
male,other,no,6.800000190734863,8.952613572463397,4,14,low
male,other,no,5.400000095367432,8.81165553621399,0.6000000238418579,16,high
female,hispanic,no,10.699999809265137,9.999655465641927,1.5,13,low
male,other,no,4.599999904632568,7.321197751307142,0.699999988079071,12,high
male,other,no,6.900000095367432,9.876937918330702,4,17,low
male,other,no,5.800000190734863,7.300266226055258,0.5,12,low
male,other,no,4.900000095367432,10.151824045822364,1.5,17,low
male,hispanic,no,9.300000190734863,9.717693520445632,5,15,low
male,other,no,4.800000190734863,10.085768275492004,1.5,16,low
male,other,no,7.900000095367432,10.25607322073679,0.10000000149011612,17,low
female,hispanic,no,6.599999904632568,8.86766461964947,0.30000001192092896,12,low
male,other,no,5.5,7.5264057097465145,0.10000000149011612,13,low
female,other,no,6.400000095367432,8.950873428991619,1.5,16,high
female,other,no,3.700000047683716,9.852772504898748,0.10000000149011612,17,high
male,hispanic,yes,14,12.145968368392227,0.800000011920929,12,low
female,other,no,3.9000000953674316,9.894930896898675,3.799999952316284,14,low
male,hispanic,yes,9.100000381469727,9.964737142532474,3,12,low
male,hispanic,no,10.399999618530273,9.90364910436846,16,12,low
female,other,yes,8.199999809265137,8.935826688518741,0.30000001192092896,16,high
female,hispanic,yes,8.199999809265137,7.618180417709296,1,14,low
female,other,no,6.800000190734863,8.998009607511888,2,17,low
female,other,no,5.900000095367432,7.117578743846541,1.2000000476837158,17,low
male,other,yes,4.300000190734863,9.948518711467317,0.10000000149011612,14,high
female,other,no,7.599999904632568,12.982581218411067,1.399999976158142,13,low
female,hispanic,no,6.599999904632568,8.938758077355553,0.20000000298023224,14,low
female,other,no,7,9.675548146043885,0.10000000149011612,12,high
female,other,no,8.199999809265137,7.613270537357251,0.20000000298023224,13,high
female,other,no,8.199999809265137,8.915777208722709,0.4000000059604645,14,low
female,other,no,7.699999809265137,10.845775169024828,0.5,12,low
male,other,no,6.900000095367432,10.336937649902609,0.5,16,high
male,other,no,7.5,9.906288550555546,0.20000000298023224,16,low
male,other,yes,4.300000190734863,8.9031869663815,0.6000000238418579,14,high
female,other,yes,5.5,7.1396412865402334,0.800000011920929,16,low
female,other,yes,4.099999904632568,10.433165019946733,0.4000000059604645,12,low
female,other,no,7.199999809265137,7.167155201091103,3.5999999046325684,12,low
female,hispanic,no,10.5,12.888678626758146,9,12,low
female,afam,yes,9.199999809265137,9.704201904243853,0.10000000149011612,13,high
female,other,yes,7.699999809265137,9.946854456328092,0.5,12,low
female,other,no,8,12.97907329089682,1,18,low
male,afam,no,5.300000190734863,9.5402861477372,1.2000000476837158,14,low
female,hispanic,yes,12.800000190734863,9.971302712225242,0.6000000238418579,15,low
male,hispanic,no,4.800000190734863,9.838579393443696,6.5,12,low
female,other,no,8.699999809265137,9.634688570870455,2,12,low
male,other,no,4.300000190734863,8.926110788383385,1.2000000476837158,12,high
male,other,no,14,12.135868277138838,1.5,14,low
female,other,no,6.400000095367432,9.650588371109608,0,18,high
female,other,no,10.399999618530273,7.719860775526973,0,15,high
female,afam,yes,7.699999809265137,9.906743295850916,0.5,12,high
female,afam,yes,7.699999809265137,9.993829784092613,0,13,low
male,other,no,5.900000095367432,8.386886146279013,0.4000000059604645,13,high
male,other,no,4.699999809265137,10.517963566464479,0.5,12,low
male,other,no,6.800000190734863,11.373300870287654,0.20000000298023224,17,low
male,hispanic,no,6.800000190734863,9.838888282266918,3.700000047683716,15,low
female,other,yes,6.099999904632568,8.054977909487242,0.4000000059604645,12,low
male,other,no,7,8.058100260882965,0.30000001192092896,15,low
male,other,no,9.699999809265137,7.488685159113969,7,12,low
male,hispanic,no,8.199999809265137,7.638511708235492,1.2000000476837158,16,low
male,other,no,7.199999809265137,7.174833738827651,3.5999999046325684,16,high
male,other,no,13.5,11.562595434525376,2,16,low
male,afam,no,7.300000190734863,9.66705268817965,1,12,low
male,afam,no,13.800000190734863,12.144071692107499,0.20000000298023224,16,high
male,other,no,6.800000190734863,8.905688612374155,1.5,16,low
male,other,no,10.199999809265137,9.936113652423684,3,12,low
female,other,no,4.599999904632568,11.417402214491453,5,13,low
female,other,no,6.300000190734863,10.165603041342628,1,15,high
male,other,no,3.9000000953674316,8.909343097020445,1.2000000476837158,12,high
male,other,yes,6.599999904632568,9.884280964672682,0.30000001192092896,15,low
female,other,no,12,12.167495800920664,0.800000011920929,13,low
male,hispanic,no,5.300000190734863,8.899342371994296,2.5,13,high
female,other,no,5.300000190734863,8.824460107052023,2.5,16,high
male,other,no,6.099999904632568,13.085963928274538,4,12,low
male,other,no,7.699999809265137,9.516725993362845,6.5,17,low
male,other,no,5.099999904632568,11.151098733642101,1.5,12,low
male,other,no,7.199999809265137,8.847913430358219,1,13,low
female,other,no,9.5,9.878146380151312,0.30000001192092896,14,high
male,other,no,9.899999618530273,9.714427853597657,6.5,12,low
male,other,no,4,7.571587428827629,0.10000000149011612,12,low
female,hispanic,no,6.099999904632568,8.415215124127002,0.800000011920929,14,low
male,hispanic,yes,9.100000381469727,9.918349563606746,3,16,low
male,other,no,13.800000190734863,12.121324049626988,0.20000000298023224,17,low
female,other,yes,9.899999618530273,9.919772809981051,0.10000000149011612,12,low
