gender,ethnicity,urban,unemp,wage,distance,education,income
female,other,no,4.400000095367432,8.05902637739107,1.5,17,high
male,hispanic,no,13.100000381469727,8.936414311507669,1.899999976158142,12,low
female,afam,no,8.5,6.608195070636317,5.599999904632568,12,high
female,afam,no,5.099999904632568,7.355116200363559,0.800000011920929,13,low
male,other,no,4.599999904632568,9.932811165376956,4,12,low
female,other,no,8.199999809265137,7.562503905668276,0.4000000059604645,15,low
female,other,no,7.199999809265137,11.629740171674177,0.10000000149011612,12,high
female,other,yes,4.900000095367432,9.939314856742763,1.5,16,high
male,other,no,7.199999809265137,7.386007554377385,3,16,high
male,afam,no,6.599999904632568,8.899998828599555,0.6000000238418579,13,high
female,other,no,4.300000190734863,8.847672955210564,0,14,low
female,other,no,7.199999809265137,11.51410471897986,0.30000001192092896,13,high
female,afam,yes,14,12.033961377278063,0.800000011920929,13,low
female,other,no,10.100000381469727,8.862584781459452,1.2999999523162842,14,high
female,hispanic,no,24.899999618530273,9.92363630705276,15,14,low
male,hispanic,no,10.699999809265137,10.035370262994514,1.5,12,low
male,other,no,6.599999904632568,8.914858450264461,0.4000000059604645,15,low
female,other,no,9.199999809265137,7.3683102907027385,0.800000011920929,12,low
male,other,no,8.5,7.271269376382344,1,12,high
female,other,no,13.399999618530273,8.288411483372087,3.5,16,low
female,hispanic,no,6.800000190734863,8.976907291350189,1.5,18,low
female,hispanic,no,6.599999904632568,8.847072251845242,0.30000001192092896,15,low
male,other,yes,5.900000095367432,8.241464860820754,1.2000000476837158,16,low
male,other,no,8.5,7.341483778558278,1,18,high
male,other,no,6.699999809265137,11.69045851232648,0.5,16,low
female,other,yes,11.5,12.168746986322835,1.399999976158142,12,low
female,other,no,8.699999809265137,8.906119177497873,1.5,12,high
male,other,no,5.599999904632568,7.53735969759841,3,13,low
male,other,no,8.899999618530273,12.12373065097245,2,12,high
male,hispanic,no,6.800000190734863,8.855550876963491,2,13,low
male,other,no,10.399999618530273,11.6529062164082,4,16,high
female,other,no,6.099999904632568,7.670604374220698,2.5,12,high
female,hispanic,no,8.199999809265137,7.513013318766501,0.699999988079071,12,low
female,other,no,7.699999809265137,8.868713359157972,0.800000011920929,13,low
male,other,no,8.399999618530273,8.277745978581018,4.5,12,low
male,other,no,4.400000095367432,8.106423845231037,1.5,17,high
male,other,no,8.699999809265137,10.218670172841627,0.30000001192092896,16,low
female,other,no,4,9.974934248930465,0.20000000298023224,16,low
male,other,no,14,12.081761273557234,1.5,14,low
female,afam,yes,8.600000381469727,9.779520765390528,0.5,14,low
female,other,no,6.800000190734863,8.902533473631754,1.5,12,high
male,other,no,5.400000095367432,8.856677023615585,0.800000011920929,16,high
male,other,no,6.900000095367432,10.257412267757605,0.5,17,high
female,other,yes,8.199999809265137,8.919116126221716,0.30000001192092896,17,high
male,hispanic,no,6.099999904632568,8.854394666093778,3.5,13,high
female,other,no,7.199999809265137,11.630455411388327,0.30000001192092896,16,high
female,other,no,4.199999809265137,9.708801607716161,1,12,low
female,other,no,7.699999809265137,9.588374455357554,6.5,13,low
male,other,no,6.900000095367432,7.0275972945942895,2,18,high
male,afam,yes,5.5,7.179654198672517,0.10000000149011612,12,low
female,afam,yes,6.699999809265137,7.400697759031658,0.5,12,low
male,other,yes,4.300000190734863,8.90490372904993,0.6000000238418579,14,low
female,other,no,4.199999809265137,9.699012244003029,0.10000000149011612,14,low
female,hispanic,no,6.599999904632568,8.910007601144892,0.800000011920929,12,low
female,hispanic,no,9.100000381469727,9.895586489858776,0.699999988079071,13,low
female,other,no,4.699999809265137,10.497034875545888,0,16,high
female,other,yes,7.699999809265137,9.909783347258676,0.5,17,low
female,other,no,8.699999809265137,10.31410371937728,0.30000001192092896,12,low
female,other,no,8.899999618530273,10.256780041717029,0.20000000298023224,14,low
female,other,no,9.800000190734863,9.615367899509733,4.5,12,low
male,other,no,6.599999904632568,11.653748932152416,0.5,16,high
female,hispanic,yes,10.800000190734863,9.83284482276414,0.4000000059604645,12,low
female,afam,yes,8,10.201601173743661,0.800000011920929,12,low
female,hispanic,yes,5.599999904632568,9.61038780588724,0.30000001192092896,12,low
female,afam,no,11.800000190734863,10.776834524123982,0.4000000059604645,12,high
female,hispanic,no,11.600000381469727,8.24044349914337,6,16,high
female,afam,yes,6.599999904632568,8.867597025862194,0.5,12,low
female,hispanic,yes,6.599999904632568,8.926629062994854,0.30000001192092896,12,low
female,other,no,5.800000190734863,7.133646187662384,0.5,13,low
male,other,no,13.800000190734863,12.160601860769763,0.20000000298023224,17,low
male,afam,no,4.300000190734863,9.953590482940676,4,12,low
male,other,no,6.800000190734863,8.987987811992285,0.4000000059604645,12,low
female,hispanic,no,11.600000381469727,8.239738389442849,6,13,low
female,other,yes,4.300000190734863,9.9136625508702,0.5,12,low
female,afam,no,8.199999809265137,8.9232155182308,5,12,low
male,other,no,10,10.30485294724095,2.5,16,low
male,other,yes,5.099999904632568,8.995412143809041,0.5,14,low
female,other,no,4.5,7.353996477886923,2.5,12,high
