gender,ethnicity,urban,unemp,wage,distance,education,income
male,other,no,5.300000190734863,9.690040762398649,1.2000000476837158,12,low
female,other,no,5.900000095367432,11.151831081758091,2.5999999046325684,17,high
male,other,no,10.800000190734863,9.628151486978233,1,12,low
female,hispanic,yes,9.199999809265137,9.594195442242192,0.10000000149011612,13,low
male,other,no,6.900000095367432,10.09856444267091,1,12,low
female,other,no,8.5,7.363374657840324,1,14,high
male,other,yes,6.199999809265137,8.031694342624467,0.20000000298023224,12,low
male,other,no,7.900000095367432,6.658347749092627,8,17,low
female,other,no,6.800000190734863,8.88107756064091,0.4000000059604645,17,low
male,other,no,10.100000381469727,8.846252260348441,1.2999999523162842,14,high
female,other,yes,7.5,7.5412512603185204,1,12,low
female,hispanic,no,5.900000095367432,9.954984703938509,0.20000000298023224,13,low
female,afam,yes,8,9.631304038684915,0.699999988079071,16,low
female,hispanic,yes,9.5,9.615182765156808,0.4000000059604645,12,low
female,other,no,12.100000381469727,9.092870681994128,3.5,14,low
female,other,no,12,12.13053213876901,0.800000011920929,13,low
male,other,no,4.400000095367432,10.532195715111495,2,13,high
female,afam,no,9.699999809265137,9.890638662886362,3.5999999046325684,16,low
male,other,no,10.899999618530273,10.274074722064302,2,17,low
male,hispanic,yes,6.599999904632568,8.822543132132138,0.6000000238418579,12,low
male,afam,no,5.099999904632568,10.026405163369608,3.5,15,low
female,other,no,6.099999904632568,13.015287858136567,1,13,low
male,hispanic,no,9,8.931495462613862,2.200000047683716,17,high
male,afam,no,8.100000381469727,9.900051290699535,0.699999988079071,15,low
male,hispanic,no,11.199999809265137,8.329555753450311,0,13,low
female,hispanic,yes,5.900000095367432,9.90999056561202,0.30000001192092896,12,low
female,other,no,6.699999809265137,10.021447413352414,1.5,16,low
female,other,no,4.699999809265137,7.5587150139197545,0.699999988079071,13,low
male,other,no,11.899999618530273,9.948677934335308,0.30000001192092896,15,high
male,hispanic,no,10,11.639981327514773,0.8999999761581421,12,high
female,hispanic,yes,5.900000095367432,9.907443972425275,0.30000001192092896,16,low
male,afam,no,11.800000190734863,10.784990742872152,0.20000000298023224,13,low
female,other,no,10.300000190734863,11.583095154158714,1,16,low
male,other,no,14,12.187724045554548,3.5,14,high
female,hispanic,yes,5.900000095367432,9.949889495519447,0.30000001192092896,14,low
male,other,no,10.899999618530273,10.211029949386964,2,15,high
male,other,no,6.400000095367432,9.768328690229195,0.30000001192092896,12,low
female,other,no,9.899999618530273,12.101253418498729,0.20000000298023224,12,low
male,other,yes,8.100000381469727,12.90747778817901,0.800000011920929,16,high
male,afam,yes,6.300000190734863,10.17818344461798,0.699999988079071,16,low
female,other,no,7.099999904632568,9.65832474315658,10,15,low
female,other,no,12.600000381469727,10.099450737492715,3,12,low
female,other,no,5.900000095367432,7.080367224341402,1.2000000476837158,16,low
female,other,no,5.199999809265137,8.255652541564377,0.30000001192092896,12,low
male,other,no,6.099999904632568,7.670213343820325,2.5,12,low
female,other,no,5,9.211472897861528,4,12,low
female,other,no,4,7.551572006268517,2,14,low
female,other,no,5.400000095367432,8.916816637700766,0.800000011920929,18,high
female,other,no,12.600000381469727,10.134798412521905,6.5,14,high
female,other,yes,9.199999809265137,9.704021205310163,0.10000000149011612,15,low
female,afam,no,5.199999809265137,9.917953770616572,0.800000011920929,14,low
female,other,no,10.800000190734863,9.726132540542835,1,12,low
female,afam,no,6.300000190734863,9.892018842523445,0.800000011920929,17,low
female,other,no,3.5,9.957635831614292,0.800000011920929,12,high
male,afam,no,6.599999904632568,8.805609416040706,0.800000011920929,15,high
male,other,no,6.900000095367432,9.972834832179794,0.10000000149011612,14,low
male,hispanic,no,8,8.82750083402383,3.5,15,high
female,other,no,5.699999809265137,9.249165960482244,1,12,low
male,other,no,14.899999618530273,8.25491531805702,2.5999999046325684,12,low
male,other,no,6.800000190734863,8.854751444939406,2,15,low
female,other,no,6.800000190734863,8.96775888749409,1.5,14,low
female,other,no,7.599999904632568,12.955447466725909,1.399999976158142,13,low
female,hispanic,no,12,12.135622982273743,0.800000011920929,12,low
female,other,no,4.199999809265137,10.009006361878525,4,12,low
male,other,no,8.399999618530273,10.808161174833803,1.600000023841858,12,low
male,other,no,5.5,7.357942719075557,0.10000000149011612,13,low
